Index;Education level;Degree;Tuition fees;ID;Branches of Science;Group of Professions;Year;Number of Applications;Number of Students
4967;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Psychology;2017;0;0
4968;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Economics and Management;2017;62905;46586
4969;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Sociology and Social Services;2017;892;634
4970;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Jurisprudence;2017;69107;53905
4971;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Political Science and Regional Studies;2017;0;0
4972;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Mass Media and Information;2017;1913;1321
4973;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Service and Tourism;2017;15775;10669
4974;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2017;20944;15033
4975;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;Linguistics and Philology;2017;0;0
4976;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;History and Archaeology;2017;1912;1487
4977;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;Philosophy, Ethics, and Religious Studies;2017;0;0
4978;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;Theology;2017;0;0
4979;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;Physical Education and Sports;2017;6568;4232
4980;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Art History;2017;73;20
4981;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2017;2651;1705
4982;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Performing Arts and Literary Creativity;2017;441;288
4983;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Musical Art;2017;1624;915
4984;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Design and Restoration;2017;7220;4626
4985;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Film and Screen Arts;2017;375;219
4986;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;9;Military Science;Military Management;2017;0;0
4987;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;9;Military Science;Ensuring National Security;2017;NaN;NaN
4988;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;10;Oriental and African Studies;Oriental and African Studies;2017;0;0
4989;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2017;0;0
4990;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Computer Science;2017;0;0
4991;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Physics and Astronomy;2017;0;0
4992;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Chemistry;2017;0;0
4993;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Earth Science;2017;87;50
4994;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Biological Sciences;2017;0;0
4995;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Architecture;2017;0;0
4996;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Construction Equipment and Technologies;2017;29816;25042
4997;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Information Technology;2017;9506;7167
4998;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Information Security;2017;0;0
4999;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2017;3612;2277
5000;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2017;41;36
5001;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Electrical and Thermal Power Engineering;2017;13049;9741
5002;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Nuclear Energy and Technology;2017;0;0
5003;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Mechanical Engineering;2017;46416;36873
5004;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2017;0;0
5005;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Weaponry and Military Technology;2017;0;0
5006;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Chemical Technologies;2017;3457;2471
5007;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Industrial Ecology and Biotechnology;2017;11355;8616
5008;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Industrial Safety and Environmental Management;2017;1072;631
5009;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2017;3749;2266
5010;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Material Technology;2017;580;513
5011;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Transport Equipment and Technologies;2017;51373;37834
5012;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2017;426;356
5013;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2017;0;0
5014;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2017;2536;1868
5015;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Technical Management;2017;0;0
5016;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Nanotechnology;2017;0;0
5017;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Light Industry Technologies;2017;11396;9736
5018;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Fundamental Medicine;2017;0;0
5019;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Clinical Medicine;2017;0;0
5020;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2017;0;0
5021;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Pharmacy;2017;0;0
5022;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Nursing;2017;1481;1069
5023;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;4;Agriculture;Agriculture, Forestry, and Fisheries;2017;21231;19892
5024;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;4;Agriculture;Veterinary Medicine and Zootechnics;2017;541;492
5025;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Psychology;2017;0;0
5026;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Economics and Management;2017;8200;7199
5027;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Sociology and Social Services;2017;1013;812
5028;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Jurisprudence;2017;0;0
5029;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Political Science and Regional Studies;2017;0;0
5030;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Mass Media and Information;2017;404;265
5031;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Service and Tourism;2017;46481;33514
5032;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2017;0;0
5033;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;Linguistics and Philology;2017;0;0
5034;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;History and Archaeology;2017;1531;1167
5035;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;Philosophy, Ethics, and Religious Studies;2017;0;0
5036;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;Theology;2017;0;0
5037;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;Physical Education and Sports;2017;0;0
5038;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Art History;2017;0;0
5039;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2017;0;0
5040;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Performing Arts and Literary Creativity;2017;0;0
5041;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Musical Art;2017;0;0
5042;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Design and Restoration;2017;5464;3451
5043;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Film and Screen Arts;2017;0;0
5044;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;9;Military Science;Military Management;2017;0;0
5045;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;9;Military Science;Ensuring National Security;2017;NaN;NaN
5046;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;10;Oriental and African Studies;Oriental and African Studies;2017;0;0
5047;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2017;0;0
5048;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;1;Mathematical and Natural Sciences;Computer Science;2017;0;0
5049;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;1;Mathematical and Natural Sciences;Physics and Astronomy;2017;0;0
5050;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;1;Mathematical and Natural Sciences;Chemistry;2017;0;0
5051;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;1;Mathematical and Natural Sciences;Earth Science;2017;0;0
5052;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;1;Mathematical and Natural Sciences;Biological Sciences;2017;0;0
5053;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Architecture;2017;0;0
5054;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Construction Equipment and Technologies;2017;343;298
5055;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Information Technology;2017;454;382
5056;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Information Security;2017;0;0
5057;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2017;45;45
5058;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2017;0;0
5059;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Electrical and Thermal Power Engineering;2017;182;173
5060;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Nuclear Energy and Technology;2017;0;0
5061;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Mechanical Engineering;2017;529;434
5062;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2017;0;0
5063;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Weaponry and Military Technology;2017;0;0
5064;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Chemical Technologies;2017;363;320
5065;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Industrial Ecology and Biotechnology;2017;452;414
5066;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Industrial Safety and Environmental Management;2017;61;61
5067;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2017;50;45
5068;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Material Technology;2017;4;4
5069;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Transport Equipment and Technologies;2017;1790;1556
5070;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2017;2;2
5071;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2017;0;0
5072;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2017;83;68
5073;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Technical Management;2017;0;0
5074;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Nanotechnology;2017;0;0
5075;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;2;Engineering and Technology;Light Industry Technologies;2017;113;105
5076;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;3;Healthcare and Medicine;Fundamental Medicine;2017;0;0
5077;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;3;Healthcare and Medicine;Clinical Medicine;2017;0;0
5078;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2017;0;0
5079;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;3;Healthcare and Medicine;Pharmacy;2017;0;0
5080;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;3;Healthcare and Medicine;Nursing;2017;325;279
5081;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;4;Agriculture;Agriculture, Forestry, and Fisheries;2017;174;170
5082;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;4;Agriculture;Veterinary Medicine and Zootechnics;2017;44;40
5083;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;5;Social Sciences;Psychology;2017;0;0
5084;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;5;Social Sciences;Economics and Management;2017;176;170
5085;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;5;Social Sciences;Sociology and Social Services;2017;103;103
5086;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;5;Social Sciences;Jurisprudence;2017;0;0
5087;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;5;Social Sciences;Political Science and Regional Studies;2017;0;0
5088;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;5;Social Sciences;Mass Media and Information;2017;5;5
5089;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;5;Social Sciences;Service and Tourism;2017;1535;1405
5090;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2017;0;0
5091;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;7;Humanities;Linguistics and Philology;2017;0;0
5092;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;7;Humanities;History and Archaeology;2017;183;166
5093;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;7;Humanities;Philosophy, Ethics, and Religious Studies;2017;0;0
5094;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;7;Humanities;Theology;2017;0;0
5095;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;7;Humanities;Physical Education and Sports;2017;0;0
5096;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;8;Arts and Culture;Art History;2017;0;0
5097;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2017;0;0
5098;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;8;Arts and Culture;Performing Arts and Literary Creativity;2017;0;0
5099;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;8;Arts and Culture;Musical Art;2017;0;0
5100;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;8;Arts and Culture;Design and Restoration;2017;280;235
5101;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;8;Arts and Culture;Film and Screen Arts;2017;0;0
5102;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;9;Military Science;Military Management;2017;0;0
5103;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;9;Military Science;Ensuring National Security;2017;NaN;NaN
5104;Vocational Education;Skilled workers and Employees;Full pay / tuition fee;10;Oriental and African Studies;Oriental and African Studies;2017;0;0
5105;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2016;0;0
5106;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Computer Science;2016;0;0
5107;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Physics and Astronomy;2016;0;0
5108;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Chemistry;2016;0;0
5109;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Earth Science;2016;806;421
5110;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Biological Sciences;2016;0;0
5111;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Architecture;2016;4462;1579
5112;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Construction Equipment and Technologies;2016;64280;33769
5113;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Information Technology;2016;71271;31535
5114;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Information Security;2016;5344;2198
5115;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2016;18568;8705
5116;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2016;1930;850
5117;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Electrical and Thermal Power Engineering;2016;35000;19298
5118;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Nuclear Energy and Technology;2016;456;308
5119;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Mechanical Engineering;2016;42873;25301
5120;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2016;0;0
5121;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Weaponry and Military Technology;2016;0;0
5122;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Chemical Technologies;2016;7512;4140
5123;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Industrial Ecology and Biotechnology;2016;34814;22100
5124;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Industrial Safety and Environmental Management;2016;13692;5229
5125;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2016;37779;15056
5126;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Material Technology;2016;12223;8540
5127;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Transport Equipment and Technologies;2016;87497;46250
5128;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2016;3616;1335
5129;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2016;4486;1855
5130;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2016;14508;7195
5131;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Technical Management;2016;8850;3499
5132;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Nanotechnology;2016;0;0
5133;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;2;Engineering and Technology;Light Industry Technologies;2016;5788;4257
5134;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Fundamental Medicine;2016;0;0
5135;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Clinical Medicine;2016;52789;17450
5136;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2016;536;120
5137;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Pharmacy;2016;12503;2340
5138;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;3;Healthcare and Medicine;Nursing;2016;69613;29763
5139;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;4;Agriculture;Agriculture, Forestry, and Fisheries;2016;35131;25833
5140;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;4;Agriculture;Veterinary Medicine and Zootechnics;2016;7249;4421
5141;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Psychology;2016;0;0
5142;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Economics and Management;2016;86648;43509
5143;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Sociology and Social Services;2016;3415;1946
5144;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Jurisprudence;2016;22047;8135
5145;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Political Science and Regional Studies;2016;0;0
5146;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Mass Media and Information;2016;2959;1429
5147;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;5;Social Sciences;Service and Tourism;2016;39123;20108
5148;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2016;79148;33572
5149;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;Linguistics and Philology;2016;0;0
5150;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;History and Archaeology;2016;6011;3383
5151;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;Philosophy, Ethics, and Religious Studies;2016;0;0
5152;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;Theology;2016;0;0
5153;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;7;Humanities;Physical Education and Sports;2016;21230;9024
5154;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Art History;2016;68;21
5155;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2016;12364;5941
5156;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Performing Arts and Literary Creativity;2016;2758;936
5157;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Musical Art;2016;15049;8832
5158;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Design and Restoration;2016;20181;8691
5159;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;8;Arts and Culture;Film and Screen Arts;2016;1257;450
5160;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;9;Military Science;Military Management;2016;0;0
5161;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;9;Military Science;Ensuring National Security;2016;NaN;NaN
5162;Vocational Education;Mid-Career Professionals;Scholarship / tuition-free;10;Oriental and African Studies;Oriental and African Studies;2016;0;0
5163;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2016;0;0
5164;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Computer Science;2016;0;0
5165;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Physics and Astronomy;2016;0;0
5166;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Chemistry;2016;0;0
5167;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Earth Science;2016;66;36
5168;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;1;Mathematical and Natural Sciences;Biological Sciences;2016;0;0
5169;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Architecture;2016;1811;1135
5170;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Construction Equipment and Technologies;2016;12877;8471
5171;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Information Technology;2016;19515;13147
5172;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Information Security;2016;1509;996
5173;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2016;2844;1652
5174;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2016;82;63
5175;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Electrical and Thermal Power Engineering;2016;6072;4533
5176;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Nuclear Energy and Technology;2016;38;35
5177;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Mechanical Engineering;2016;5640;3569
5178;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2016;0;0
5179;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Weaponry and Military Technology;2016;0;0
5180;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Chemical Technologies;2016;2065;1514
5181;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Industrial Ecology and Biotechnology;2016;7598;6006
5182;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Industrial Safety and Environmental Management;2016;5134;3872
5183;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2016;20663;12776
5184;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Material Technology;2016;936;630
5185;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Transport Equipment and Technologies;2016;22191;15745
5186;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2016;150;136
5187;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2016;1105;820
5188;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2016;5674;3315
5189;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Technical Management;2016;1574;821
